title,neighbourhood,propertyType,numBedrooms,numBathrooms,floorArea,price,rating,sellerId,longitude,latitude,pricePerBedroom,deltaAvgPrice,deltaMedianPrice,dublinNorthSouth,distToCity,daysSincePublished,numFood,numRecreation,numShop,Apartment,Bungalow,Detached,Duplex,End of Terrace,Semi-D,Site,Terrace,Townhouse,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,E1,E2,F,G,SI_666,ZZZ,labels,labels_2,labels_3,price_decile,price_bucket
"14 Ramleh Villas, Milltown, Dublin 6",Dublin 6,Semi-D,3.0,1.0,94,850000.0,B2,8532,-6.245984,53.31431,283333.3333333333,-215801.80180180178,-325000.0,S,4.383671474277734,19,49,17,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,9,High
"15 Pelletstown Avenue, Royal Canal Park, Ashtown, Dublin 15",Dublin 15,Terrace,3.0,3.0,103,415000.0,A2,10947,-6.320026,53.37708,138333.33333333334,-71725.71428571426,-135000.0,N,4.900745826228597,19,43,16,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"Blue Water, Seaview Terrace, Howth, Dublin 13",Dublin 13,Detached,4.0,3.0,170,780000.0,C2,380,-6.065742,53.383101,195000.0,-365487.1794871795,-430000.0,N,13.176440956942264,86,24,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,9,High
"Apartment 9, The Richmond, Smithfield, Dublin 1",Dublin 1,Apartment,2.0,1.0,59,285000.0,D2,6589,-6.277826,53.350708,142500.0,31105.26315789472,15000.0,N,1.3416619161078767,72,52,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,18,3,Medium
"197 Regal Park, Blackhorse Avenue, Dublin 7",Dublin 7,Terrace,3.0,1.0,100,440000.0,D2,841,-6.306787,53.359937,146666.66666666666,-62569.89247311826,-90000.0,N,3.3237133425440435,32,49,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,20,7,High
"9 Clonard Drive, Dundrum, Dublin 14",Dublin 14,Semi-D,4.0,2.0,126,595000.0,D1,49,-6.236862,53.276343,148750.0,7505.37634408602,0.0,S,8.644297848700047,47,50,10,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,8,High
"30 Knockmaree, Chapelizod, Dublin 20",Dublin 20,Apartment,3.0,2.0,75,335000.0,B3,11062,-6.345839,53.346684,111666.66666666667,-23809.523809523787,-45000.0,S,5.870132183638026,59,38,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,4,-1,4,Medium
"23 Dromore Road, Drimnagh, Dublin 12",Dublin 12,End of Terrace,2.0,1.0,61,270000.0,F,9488,-6.313706,53.330192,135000.0,48117.64705882355,25000.0,S,4.48775755868037,18,49,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,17,2,Low
"Flat 3, Maxwell House, 11 Maxwell Road, Rathmines, Dublin 6",Dublin 6,Apartment,1.0,1.0,43,235000.0,E1,577,-6.268109,53.317449,235000.0,399198.1981981982,290000.0,S,4.018109446524482,61,50,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,1,Low
"18 Springvale, Edmondstown Road, Edmondstown, Dublin 16",Dublin 16,Detached,3.0,3.0,101,450000.0,C3,2419,-6.297766,53.277598,150000.0,57338.23529411765,25000.0,S,8.795697294913266,87,46,9,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,7,High
"Apartment 63, Saint Peters Square, Phibsborough, Dublin 7",Dublin 7,Apartment,2.0,1.0,63,265000.0,D2,607,-6.272357,53.361633,132500.0,112430.10752688174,85000.0,N,1.3437988271211692,37,56,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,-1,2,Low
"194 Shanowen Road, Santry, Dublin 9",Dublin 9,Semi-D,3.0,2.0,120,360000.0,SI_666,9172,-6.255948,53.389051,120000.0,42798.07692307694,20000.0,N,3.9973748038803967,46,58,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,15,5,Medium
"19 Norseman Place, Stoneybatter, Dublin 7",Dublin 7,Terrace,2.0,1.0,69,350000.0,E1,1815,-6.284403,53.351829,175000.0,27430.107526881737,0.0,N,1.756985277187252,87,49,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,-1,5,Medium
"139 Oranmore Road, Ballyfermot, Dublin 10",Dublin 10,Terrace,2.0,1.0,72,225000.0,F,463,-6.36934,53.339846,112500.0,-1840.0,0.0,S,7.531586157629898,73,32,9,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,4,-1,1,Low
"Apartment 27, Milltown Grove, Milltown, Dublin 6",Dublin 6,Apartment,3.0,1.0,104,495000.0,B3,513,-6.245964,53.310382,165000.0,139198.19819819822,30000.0,S,4.8137702184253675,72,47,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,21,7,High
"Parochial House, Nutgrove Avenue, Rathfarnham, Dublin 14",Dublin 14,Site,-1.0,-1.0,1011.715,850000.0,ZZZ,8836,-6.261146,53.293589,-850000.0,-247494.62365591398,-255000.0,S,6.616462548168052,73,48,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,9,High
"14 Shandon Gardens, Phibsborough, Dublin 7",Dublin 7,End of Terrace,3.0,2.0,88,495000.0,E2,1413,-6.27991,53.366183,165000.0,-117569.89247311826,-145000.0,N,2.055478576314208,39,58,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,7,High
"17 Priory Way, Manor Grove, Terenure, Dublin 6",Dublin 6,Semi-D,3.0,3.0,107,525000.0,C3,49,-6.312663,53.309452,175000.0,109198.19819819822,0.0,S,6.056860843201546,78,45,17,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,8,High
"2 Cameron Street, Cork Street, Dublin 8",Dublin 8,Terrace,2.0,1.0,47,235000.0,E2,577,-6.286868,53.336172,117500.0,106384.0,65000.0,S,2.6844824256518534,24,50,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,1,Low
"6 Ellensborough Lodge, Kiltipper Road, Kiltipper, Dublin 24",Dublin 24,End of Terrace,3.0,3.0,91,260000.0,D1,10004,-6.369437,53.268871,86666.66666666667,21532.60869565216,15000.0,S,11.9310656549945,10,22,4,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,5,-1,2,Low
"33 Woodford Downs, Clondalkin, Dublin 22",Dublin 22,Terrace,2.0,1.0,60,229000.0,C3,7569,-6.378537,53.325084,114500.0,13820.0,-2000.0,S,8.58226482972081,44,35,6,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,-1,1,Low
"24a Herberton Road, Crumlin, Dublin 12",Dublin 12,Detached,3.0,1.0,82,450000.0,C2,8647,-6.2980004,53.3322381,150000.0,-131882.35294117645,-155000.0,S,3.5238015257836235,74,48,11,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,7,High
"65 Mulvey Park, Dundrum, Dublin 14",Dublin 14,End of Terrace,2.0,1.0,81,495000.0,D2,8532,-6.239683,53.301428,247500.0,107505.37634408602,100000.0,S,5.869334359718051,4,48,19,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,7,High
"103 Belmayne Park South, Balgriffin, Dublin 13",Dublin 13,Apartment,3.0,2.0,95,265000.0,C1,9353,-6.173597,53.404698,88333.33333333333,149512.8205128205,85000.0,N,8.011253944190084,88,35,14,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,2,-1,2,Low
"54 Ardbeg Park, Artane, Dublin 5",Dublin 5,Terrace,3.0,1.0,88,320000.0,E1,11766,-6.207184,53.385368,106666.66666666667,76177.57009345794,60000.0,N,4.9203531405824,81,53,16,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,4,Medium
"46 Melville Way, Finglas, Dublin 11",Dublin 11,Apartment,2.0,2.0,68,199000.0,B3,2608,-6.294278,53.400509,99500.0,100732.75862068968,83000.0,N,5.791285543518673,89,49,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,0,Low
"25 Saint John's Wood, Castle Avenue, Clontarf, Dublin 3",Dublin 3,End of Terrace,2.0,1.0,67,430000.0,D2,453,-6.20593,53.364393,215000.0,48475.72815533978,-35000.0,N,3.674226643217531,61,47,17,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,7,High
"16 Fairways Green, Glasnevin, Dublin 11",Dublin 11,Detached,4.0,3.0,128,400000.0,C2,11062,-6.287233,53.383744,100000.0,-100267.24137931032,-118000.0,N,3.9183085090641057,65,49,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"41 Connolly Avenue, Inchicore, Dublin 8",Dublin 8,End of Terrace,3.0,2.0,106,395000.0,D1,11062,-6.314443,53.336793,131666.66666666666,-53616.0,-95000.0,S,4.159932783126852,45,49,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"Apartment 3, Strand House, 171 Strand Road, Sandymount, Dublin 4",Dublin 4,Apartment,2.0,1.0,62,450000.0,C3,10001,-6.206492,53.319718,225000.0,257593.220338983,45000.0,S,5.044031453909771,89,50,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,7,High
"42 Delhurst Terrace, Ongar, Dublin 15",Dublin 15,Terrace,3.0,2.0,105,270000.0,B3,2636,-6.437139841663395,53.39273496290292,90000.0,73274.28571428574,10000.0,N,12.66695401362132,72,50,7,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,2,Low
"30 Mount Prospect Drive, Clontarf, Dublin 3",Dublin 3,End of Terrace,3.0,3.0,157,750000.0,D2,8505,-6.187022,53.368291,250000.0,-271524.2718446602,-355000.0,N,5.000581200636266,43,15,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,9,High
"18 Ranelagh Avenue, Ranelagh, Dublin 6",Dublin 6,Terrace,2.0,1.0,105,595000.0,E2,262,-6.254028,53.325939,297500.0,39198.198198198224,-70000.0,S,3.029752934532416,36,51,15,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,22,8,High
"12 Saint Peter's Road, Phibsborough, Dublin 7",Dublin 7,Terrace,4.0,2.0,115,400000.0,G,432,-6.27655,53.362025,100000.0,-22569.892473118263,-50000.0,N,1.5802547344253859,37,57,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,6,Medium
"Cardiffsbridge Road, Finglas, Dublin 11",Dublin 11,Site,-1.0,-1.0,202.34300000000002,75000.0,ZZZ,1413,-6.3126813,53.3845286,-75000.0,224732.75862068968,207000.0,N,5.034137192158174,80,48,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,Low
"54 John Street South, Dublin 8",Dublin 8,End of Terrace,2.0,1.0,78,275000.0,F,9488,-6.282029,53.338919,137500.0,66384.0,25000.0,S,2.2415225600728133,61,53,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,2,Low
"58 Shrewsbury Park, Ballsbridge, Dublin 4",Dublin 4,End of Terrace,3.0,2.0,110,795000.0,C2,6223,-6.217307,53.324208,265000.0,-87406.779661017,-300000.0,S,4.1950263767095635,26,50,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,9,High
"8 Belgrave Mews, Belgrave Square North, Rathmines, Dublin 6",Dublin 6,Apartment,1.0,1.0,40,240000.0,F,1338,-6.26168,53.323679,240000.0,394198.1981981982,285000.0,S,3.278517225357352,53,53,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,1,Low
"35 Coolrua Drive, Beaumont, Dublin 9",Dublin 9,Semi-D,3.0,1.0,84,330000.0,G,11062,-6.233575,53.388552,110000.0,72798.07692307694,50000.0,N,4.25945623464965,59,53,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,23,4,Medium
"33 The Heights, Woodpark, Ballinteer, Dublin 16",Dublin 16,Terrace,3.0,3.0,80,425000.0,B3,49,-6.247671,53.272207,141666.66666666666,82338.23529411765,50000.0,S,9.01536284400469,92,50,9,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"Apartment 28, Gilford Pines, Gilford Road, Sandymount, Dublin 4",Dublin 4,Apartment,2.0,1.0,76,425000.0,D1,8505,-6.215225,53.328794,212500.0,282593.220338983,70000.0,S,3.917876469611625,92,51,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"Apartment 58, Hyde Court, Dublin 2",Dublin 2,Apartment,1.0,1.0,70,290000.0,D2,10949,-6.251915,53.34549,290000.0,128250.0,105000.0,S,0.9370560040175105,44,55,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,3,Medium
"50 Roebuck Road, Clonskeagh, Dublin 14",Dublin 14,Semi-D,4.0,4.0,163,895000.0,B2,1367,-6.232475,53.302466,223750.0,-292494.623655914,-300000.0,S,5.876191878613829,50,51,18,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,9,High
"33 Hillcrest Park, Glasnevin, Dublin 11",Dublin 11,Semi-D,3.0,1.0,92,345000.0,SI_666,10947,-6.276435,53.388811,115000.0,-45267.24137931032,-63000.0,N,4.15235078137012,45,53,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,4,Medium
"7 Corduff Cottages, Blanchardstown, Dublin 15",Dublin 15,Bungalow,3.0,1.0,70,215000.0,G,12,-6.378964,53.394206,71666.66666666667,128274.28571428574,65000.0,N,9.229199264305583,46,44,10,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,3,-1,0,Low
"Apartment 1, Woodhaven, Milltown Bridge Road, Clonskeagh, Dublin 14",Dublin 14,Apartment,2.0,2.0,101,599000.0,D1,9330,-6.245196,53.3099,299500.0,3505.3763440860203,-4000.0,S,4.875223004207926,60,47,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,21,8,High
"83 Brandon Square, Waterville, Blanchardstown, Dublin 15",Dublin 15,Semi-D,3.0,3.0,181,430000.0,A3,12,-6.364797,53.392776,143333.33333333334,-86725.71428571426,-150000.0,N,8.340937521036508,60,44,9,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-1,7,High
"16 Eden Park Drive, Goatstown, Dublin 14",Dublin 14,Semi-D,3.0,1.0,105,595000.0,F,1367,-6.228177,53.289535,198333.33333333334,7505.37634408602,0.0,S,7.335815056448489,50,47,16,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,8,High
"46 Saint Samson's Court, Balgriffin, Dublin 13",Dublin 13,Apartment,2.0,2.0,60,210000.0,C1,10947,-6.172985,53.408842,105000.0,204512.8205128205,140000.0,N,8.374105969396451,79,44,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,Low
"21 Merchant Square, East Wall, Dublin 3",Dublin 3,Terrace,2.0,1.0,60,325000.0,D2,9391,-6.228806,53.3516,162500.0,153475.72815533978,70000.0,N,1.9435910536338725,84,51,15,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,22,4,Medium
"126 Dolphin Road, Drimnagh, Dublin 12",Dublin 12,Terrace,2.0,1.0,68,285000.0,G,1413,-6.303333,53.334937,142500.0,33117.64705882355,10000.0,S,3.622006934695644,32,50,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,-1,3,Medium
"36 The Green, Larch Hill, Santry, Dublin 9",Dublin 9,Apartment,2.0,1.0,69,225000.0,E1,3658,-6.227398,53.39937,112500.0,177798.07692307694,155000.0,N,5.527499071201346,42,54,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,-1,1,Low
"187 Glasaree Road, Finglas East, Finglas, Dublin 11",Dublin 11,Terrace,2.0,1.0,65,249000.0,C1,10947,-6.288955,53.388243,124500.0,50732.75862068968,33000.0,N,4.411721786756761,45,52,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,1,Low
"54 Cedar Brook Avenue, Cherry Orchard, Dublin 10",Dublin 10,Duplex,2.0,2.0,96,220000.0,C1,8809,-6.381221,53.336829,110000.0,3160.0,5000.0,S,8.372207980480823,18,44,8,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,4,-1,1,Low
"8 Park Boulevard, Tyrellstown, Tyrrelstown, Dublin 15",Dublin 15,Duplex,2.0,3.0,83,210000.0,C2,871,-6.387449,53.419176,105000.0,133274.28571428574,70000.0,N,11.292616860078217,8,32,8,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,Low
"4 The Grove, Bettyglen, Raheny, Dublin 5",Dublin 5,Terrace,3.0,1.0,130,495000.0,B3,8273,-6.164827,53.375719,165000.0,-98822.42990654206,-115000.0,N,6.670111438011109,94,39,19,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,9,-1,7,High
"43 Cherrywood Crescent, Clondalkin, Dublin 22",Dublin 22,Semi-D,3.0,1.0,88,250000.0,SI_666,7569,-6.411998,53.318757,83333.33333333333,-7180.0,-23000.0,S,10.907978717784141,44,41,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,6,-1,2,Low
"84 Bulfin Road, Kilmainham, Dublin 8",Dublin 8,Terrace,3.0,1.0,85,435000.0,D1,1413,-6.309401,53.33934,145000.0,-93616.0,-135000.0,S,3.73704953459793,60,52,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,24,7,High
"2 Silverwood Drive, Rathfarnham, Dublin 14",Dublin 14,Semi-D,3.0,3.0,113,550000.0,D2,9737,-6.298171,53.292339,183333.33333333334,52505.37634408602,45000.0,S,7.259482475438388,48,48,10,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,8,High
"Apartment 53, Tuansgate, Tallaght, Dublin 24",Dublin 24,Apartment,1.0,1.0,42,175000.0,C2,10948,-6.370205,53.288257,175000.0,106532.60869565216,100000.0,S,10.36317492372227,81,41,4,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,-1,-1,0,Low
"14 Millbrook Village, Milltown, Dublin 6",Dublin 6,End of Terrace,2.0,2.0,72,470000.0,D2,329,-6.243593,53.316329,235000.0,164198.19819819822,55000.0,S,4.196525965877552,8,50,17,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,25,7,High
"Apartment 437, Block J, Castleforbes Square, Dublin 1",Dublin 1,Apartment,2.0,1.0,64,350000.0,C1,8702,-6.230045,53.348816,175000.0,-33894.73684210528,-50000.0,N,1.9144428921452006,60,52,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,7,5,Medium
"142 Cabra Road, Cabra, Dublin 7",Dublin 7,Semi-D,3.0,3.0,128,650000.0,C3,9918,-6.290354,53.361137,216666.66666666666,-272569.89247311826,-300000.0,N,2.3242359863812396,80,53,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,9,High
"66 West Courtyard, Tullyvale, Cabinteely, Dublin 18",Dublin 18,Apartment,2.0,2.0,69,299000.0,C2,2650,-6.147042,53.248519,149500.0,220395.06172839506,126000.0,S,13.760770240006435,39,54,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,Medium
"41 The Rectory, Stepaside, Dublin 18",Dublin 18,Apartment,2.0,1.0,63,260000.0,C2,2615,-6.219662,53.255898,130000.0,259395.06172839506,165000.0,S,11.097535930163303,94,23,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,-1,2,Low
"9 Airfield Court, Donnybrook, Dublin 4",Dublin 4,Apartment,2.0,1.0,75,399000.0,G,7483,-6.229464,53.314145,199500.0,308593.220338983,96000.0,S,4.724931170265275,80,50,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,25,6,Medium
"86 Pembroke Road, Ballsbridge, Dublin 4",Dublin 4,Terrace,5.0,5.0,418,2300000.0,SI_666,1413,-6.238128,53.332544,460000.0,-1592406.779661017,-1805000.0,S,2.6374507799951736,79,50,16,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,9,9,High
"69 Bulfin Road, Inchicore, Dublin 8",Dublin 8,Terrace,3.0,1.0,83,380000.0,E2,1413,-6.312135,53.339409,126666.66666666667,-38616.0,-80000.0,S,3.9002491170746816,74,51,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,5,Medium
"23 Adelaide Square, Whitefriar Street, South City Centre, Dublin 2",Dublin 2,Apartment,2.0,2.0,93,395000.0,B3,3765,-6.267336,53.339611,197500.0,23250.0,0.0,S,1.621876944422686,84,56,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,10,6,Medium
"Apartment 47, Block 4, Weaver Court, Clondalkin, Dublin 22",Dublin 22,Apartment,2.0,2.0,63,165000.0,SI_666,7569,-6.39855,53.345978,82500.0,77820.0,62000.0,S,9.356787823861874,39,47,6,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,Low
"Apt 3, Block 17, New Priory, Hole in the Wall Road, Donaghmede, Dublin 13",Dublin 13,Apartment,2.0,2.0,65,250000.0,B1,3765,-6.163721,53.402408,125000.0,164512.8205128205,100000.0,N,8.311617997100157,81,33,11,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,2,Low
"Apartment 38, Saunders House, Dublin 1",Dublin 1,Apartment,2.0,2.0,80,400000.0,B2,432,-6.237992,53.349425,200000.0,-83894.73684210528,-100000.0,N,1.3885709512563391,44,53,14,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,6,Medium
"45 Wheatfields Avenue, Clondalkin, Dublin 22",Dublin 22,Semi-D,4.0,2.0,92,250000.0,C3,8891,-6.390834,53.342817,62500.0,-7180.0,-23000.0,S,8.885532669215069,40,39,8,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,Low
"22 Willow Bank, Dundrum, Dublin 14",Dublin 14,Semi-D,2.0,1.0,69,395000.0,E2,262,-6.237771,53.285474,197500.0,207505.37634408602,200000.0,S,7.6339769361177146,5,48,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,-1,6,Medium
"48 Glenbeigh Road, Cabra, Dublin 7",Dublin 7,Terrace,3.0,1.0,73,375000.0,G,1413,-6.295414,53.357974,125000.0,2430.1075268817367,-25000.0,N,2.539896421409548,61,51,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,2,5,Medium
"Apartment 6, Danes Court, Clontarf, Dublin 3",Dublin 3,Apartment,2.0,1.0,53,325000.0,D1,9391,-6.179917,53.362229,162500.0,153475.72815533978,70000.0,N,5.277006973705281,95,13,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,4,Medium
"432 Clontarf Road, Clontarf, Dublin 3",Dublin 3,Terrace,3.0,2.0,125,585000.0,E1,8273,-6.173822,53.366685,195000.0,-106524.27184466022,-190000.0,N,5.783033379123973,95,42,19,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,8,High
"41 Beaumont Crescent, Beaumont, Dublin 9",Dublin 9,Semi-D,3.0,1.0,108,420000.0,G,871,-6.226546,53.386582,140000.0,-17201.923076923063,-40000.0,N,4.265297637180989,52,55,19,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,6,Medium
"23 Saint Conleth's Road, Walkinstown, Dublin 12",Dublin 12,End of Terrace,3.0,1.0,112,325000.0,F,2642,-6.330728,53.311971,108333.33333333333,-6882.352941176447,-30000.0,S,6.646956304724579,95,39,12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,4,Medium
"84 Saint Pappin Road, Glasnevin, Dublin 11",Dublin 11,Terrace,4.0,2.0,122,475000.0,C1,8505,-6.274588,53.386187,118750.0,-175267.24137931032,-193000.0,N,3.8377677960700542,95,52,14,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,7,High
