Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"05/03/2020","56 BOLTON SQUARE, DOMINICK STREET, DUBLIN 1","Dublin 1","Dublin","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","56 PARK COURT PARK LANE, SANDYMOUNT DUBLIN 4, DUBLIN","Dublin 4","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","58 hollywoodrath avenue, hollystown, dublin 15","","Dublin","€312,775.73","No","Yes","New Dwelling house /Apartment",""
"05/03/2020","58 KILWARDEN COURT, BOOT RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","58 TURRET RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","6 OAKDALE RD, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","62 MERCHANTS SQ, EASTWALL, DUBLIN 3","Dublin 3","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","63 CASEMENT VILLAS, KILL AVE, DUN LAOGHAIRE","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","66 Ballycullen Green, Old Court Road, Ballycullen","","Dublin","€378,854.62","No","Yes","New Dwelling house /Apartment",""
"05/03/2020","68 THE WATERWAYS, ROYAL CANAL COURT, ASHTOWN","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","7 SYNOD PLACE, LUSK, DUBLIN","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","8 Edenbrook Green, Edenbrook, Citywest","Dublin 24","Dublin","€356,828.00","No","Yes","New Dwelling house /Apartment",""
"05/03/2020","8 MOUNT HORALDS TERRACE, HAROLD CROSS, RATHMINES","","Dublin","€300,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","8 THE BRAMBLES, KILGOBBIN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€652,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","81 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","81 ST MAELRUANS PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","82 GALTYMORE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","83 ESKER MANOR, LUCAN, DUBLIN","","Dublin","€261,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","88 MAYESTON SQ, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","90 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","93 WALKINSTOWN ROAD, WALKINSTOWN, DUBLIN 12","","Dublin","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","97 WOODBINE RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€173,462.84","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","9A MAIN STREET, ONGAR  VILLAGE, ONGAR","","Dublin","€303,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2020","Apartment 2B, The Gate, Robswall","","Dublin","€383,260.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","1 HOLYWELL, KILMACUD RD UPPER, DUNDRUM DUBLIN 14","Dublin 14","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","100 SPIDDAL RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","114 PARKLANDS, NORTHWOOD, SANTRY","Dublin 9","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","11A BROOKVILLE PK, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","12 OAKTREE GROVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","120 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN","Dublin 6","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","13 BOROIMHE CHERRY, SWORDS, DUBLIN","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","14 BLOCK A, CAMERON COURT, CORK ST DUBLIN 8","Dublin 8","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","14 The Green, Carrickmines Manor, Carrickmines","Dublin 18","Dublin","€436,123.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","16 MOUNT ARGUS CRESCENT, KIMMAGE RD LOWER, DUBLIN 6W","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","16 ORANMORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","16 TEMPLE VILLE, BALBRIGGAN, DUBLIN","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","16 THOMAS DAVIS ST WEST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","18 SADDLERS COURT, ARDEE RD, RATHMINES DUBLIN 6","Dublin 6","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","18 THE GREEN, WOODBROOK GLEN, BRAY","","Dublin","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","19 Beech Park, Cabinteely","Dublin 18","Dublin","€475,770.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","19 FOTTRELL HOUSE, DRYNAM VIEW, DRYNAM HALL","","Dublin","€236,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","19 KEARNS COURT, KEARNS PLACE, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","19 ORLAGH WAY, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","190 NAVAN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€488,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","2 ST DAVIDS TERRACE, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","2 WAINSFORT AVE, TERENURE, DUBLIN 6W","","Dublin","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","21 FITZWILLIAM COURT, WINTON RD, DUBLIN","Dublin 6","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","21 Hollywoodrath Grove, Hollystown","Dublin 15","Dublin","€321,585.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","21 Marine Walk, Dun Laoghaire","","Dublin","€409,600.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","22 HASTINGS ST, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","225 CLONLIFFE RD, DRUMCONDRA, DUBLIN 3","Dublin 3","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","24 The Green, Carrickmines Manor, Glenamuck Road","Dublin 18","Dublin","€440,528.63","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","246 PARKLANDS, WOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","28 CASTLETIMON AVE, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","30 SHAMLISS PK, SANTRY, DUBLIN 9","Dublin 9","Dublin","€362,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","303 THE EDGES 2, BEACON SOUTH QUARTER, SANDYFORD","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","32 The Avenue, St Marnock's Bay, Station Road","","Dublin","€537,444.93","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","323 CASTLECURRAGH HEATH, CASTLECURRAGH, MULLHUDDART DUBLIN 15","Dublin 15","Dublin","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","34 THE GLEN, WOODPARK, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€453,000.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","35 Ballycullen Green, Old Court Road, Ballycullen","Dublin 24","Dublin","€466,960.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","36 BASKIN COTTAGES, BASKIN LANE, DUBLIN","","Dublin","€331,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","36 BEECHWOOD, CHAPEL ROAD, KINSEALY","","Dublin","€405,286.30","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","39 SHEEPMOOR GROVE, BLANCHARDSTOWN, DUBLIN15","Dublin 15","Dublin","€120,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","4 BEAU PARK CRESCENT, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","4 GLENVIEW, ROCHESTOWN AVE, DUNLAOGHAIRE","","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","4 PRIORY GROVE, STILLORGAN, CO. DUBLIN","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","40 FERNLEIGH CRESCENT, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","40 SAUL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€235,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","42 CHURCHVIEW RD, KILLINEY, DUBLIN","","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","42 ST DECLAN'S ROAD, MARINO, DUBLIN 3","Dublin 3","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","42 ST JOHNS CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","43 HYBREASAL, SOUTH CIRCULAR RD, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","46 THE WAXWORKS, THE VILLAGE, ASHTOWN DUBLIN 15","Dublin 15","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","47 BEECHILL AVE, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","5 MAYFAIR, THE COAST RD, MALAHIDE","","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","51 TEMPLE COURT, NORTHWOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","53 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","53 THE FAIRWAYS, WOODBROOK GLEN, BRAY","","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","6 KILLARNEY AVENUE, NORTH STRAND, DUBLIN 1","Dublin 1","Dublin","€347,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","61 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE","","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","61 RED ARCHES AVE, THE COAST, BALDOYLE DUBLIN 13","Dublin 13","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","61 WOODFORD COURT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€255,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","74 OLD COUNTY RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","8 GLEN ELLAN WALK, SWORDS, DUBLIN","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","81 WOODSIDE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","85 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","87 CLAREMONT CT, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","96 CHARLEMONT, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","Apartment 1, 11 The Meadows, Robswall","","Dublin","€352,378.85","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","Apartment 4, 13 The Meadow, Robswall","","Dublin","€392,070.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","APT 11, BLOCK A, SMITHFIELD MARKET DUBLIN 7","Dublin 7","Dublin","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","APT 11, DAWSON COURT, CROSS AVE","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","APT 2 16 DARTRY COURT, DARTRY ROAD, DUBLIN 6","Dublin 6","Dublin","€3,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","APT 2 TICKNOCK PARK, TICKNOCK HILL SANDYFORD, DUBLIN","Dublin 15","Dublin","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","APT 58, BLOCK E, SMITHFIELD MARKETS DUBLIN 7","Dublin 7","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","LAUREL LODGE, NEWTOWNPARK AVENUE, BLACKROCK","","Dublin","€895,000.00","No","Yes","New Dwelling house /Apartment",""
"06/03/2020","NO. 8 THE FORGE VIEW, THE FORGE, LUSK VILLAGE","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2020","Unit 1 Grace Park Close, Grace Park Wood, Grace Park Road","Dublin 9","Dublin","€607,929.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","1 LIOS NA SIDHE, OLD BAWN, TALLAGHT","Dublin 24","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","10 CHAMBER ST, INCHICORE, DUBLIN","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","10 SUNDALE PARK, MOUNTAINVIEW, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","102 ABBEYFIELD, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","13 St. Helen's Grove, St. Helen's, Adamstown","","Dublin","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","136 DONNYBROOK MANOR, BELMONT AVE, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","142 SESKIN VIEW RD, TALLAGHT, DUBLIN","Dublin 24","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","17 GAINSBOROUGH DOWNS, MALAHIDE, DUBLIN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","18 KIMMAGE GROVE, KIMMAGE RD LOWER, DUBLIN 6W","","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","189 STANAWAY RD, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€286,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","19 Rokeby Park, Lucan","","Dublin","€697,800.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","2 Taylors Hill Rise, Balbriggan","","Dublin","€273,100.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","21 Riverwood Square, Castleknock, Dublin 15","","Dublin","€400,881.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","24 Riverwood Square, Castleknock, Dublin 15","Dublin 15","Dublin","€378,854.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","25 KILDARE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","27 ST PETER'S CRESCENT, GREENHILLS, DUBLIN 12","Dublin 12","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","29 KILTIPPER DR, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€347,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","30B MARYVILLE RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€150,000.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","34 Fairhaven Walk, Castleknock Road, Castleknockl","","Dublin","€594,714.00","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","34 MILLERS AVENUE, MILLERS GLEN, SWORDS","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","35 WEAVERS COURT, NEILSTOWN RD, CLONDALKIN","Dublin 22","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","4 Larkfield Hall, Clay Farm, Leopardstown","Dublin 18","Dublin","€325,991.18","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","4 LUTTRELLSTOWN WALK, LUTTRELLSTOWN WOOD, CASTLEKNOCK","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","43 KILTIPPER AVE, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","6 BLACKHEATH COURT, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","7 CASTLEWOOD TERRACE, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","7 TUBBERMORE ROAD, DALKEY, CO DUBLIN","","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","75 SCHOLARS WALK, STATION ROAD, LUSK","","Dublin","€303,964.80","No","Yes","New Dwelling house /Apartment",""
"09/03/2020","8 BEACH AVE, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","APT 8 BUTLER CT, 31 LOWER ORMOND QUAY, DUBLIN 1","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","HERBERTON BLOCK B  APT 23, 2 HERBERTON STREET, AND 101 OTHER APARTMENTS","Dublin 8","Dublin","€31,933,902.20","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2020","Unit 1 & 2, Rahillion Way, Rahillion Walk","","Dublin","€529,304.07","Yes","Yes","New Dwelling house /Apartment",""
"10/03/2020","1 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€623,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","10 TEMPLE SQ, DARTRY, DUBLIN 6","Dublin 6","Dublin","€300,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","10 The Grove, St. Marnocks Bay, Station Road","","Dublin","€409,692.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","10 TYRCONNELL PLACE, TYRCONNELL RD, INCHICORE DUBLIN 8","Dublin 8","Dublin","€217,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","11 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","119 STEPASIDE PARK, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","12 GRANGEWOOD, ROCHESTOWN AVENUE, DUNLAOGHAIRE","","Dublin","€625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","12 MOUNTPELLIER GARDENS, OFF INFIRMARY RD, DUBLIN 7","Dublin 7","Dublin","€454,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","12 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","125 CHERRYWOOD GROVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","126 THE ORCHARD, AYRFIELD, DUBLIN 13","Dublin 13","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","13 FERNBROOK, BRAY, WICKLOW","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","13 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","14 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","15 ALL SAINTS RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€802,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","15 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","16 DUN EMER RISE, LUSK, DUBLIN","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","16 HOLLYWOODRATH GROVE, HOLLYSTOWN, DUBLIN 15","","Dublin","€325,991.18","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","16 MILLMOUNT PLACE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€346,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","16 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","17 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€293,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","18 DENVILLE COURT, KILLINEY, CO DUBLIN","","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","18 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","2 STILLORGAN PARK, BLACKROCK, DUBLIN","","Dublin","€1,140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","2 The Green, Gasrristown","","Dublin","€570,000.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","2 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","20 Beech Park, Cabinteely, Dublin 18","Dublin 18","Dublin","€488,986.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","21 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","22 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","23 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","24 FERNDALE COURT, RATHMICHAEL, DUBLIN","Dublin 18","Dublin","€369,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","24 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","25 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","26 MARLEY WALK, MARLEY GRANGE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","26 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","27 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€403,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","27BOOTERSTOWN WOOD, BOOTERSTOWN AVE, DUBLIN","Dublin 15","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","28 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","29 MOUNTPLEASANT SQ, DUBLIN 6, DUBLIN","Dublin 6","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","3 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","31 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","32 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
